cdf,decode_time_execution_plus_preemption_normalized,replica
0.08,0.018609660452640734,6
0.09,0.02060276703051641,6
0.1,0.022595873608392093,6
0.11,0.024588980186267772,6
0.12,0.026582086764143448,6
0.13,0.028575193342019134,6
0.14,0.029641243768247158,6
0.15,0.030243766118651354,6
0.16,0.030846288469055554,6
0.17,0.03144881081945976,6
0.18,0.03205133316986395,6
0.19,0.03265385552026815,6
0.2,0.03325637787067235,6
0.21,0.03355897357219762,6
0.22,0.03386156927372289,6
0.23,0.034164164975248164,6
0.24,0.03446676067677343,6
0.25,0.0347693563782987,6
0.26,0.03507195207982397,6
0.27,0.035528026358232434,6
0.28,0.036291057790407276,6
0.29,0.03705408922258211,6
0.3,0.03781712065475695,6
0.31,0.038580152086931795,6
0.32,0.03934318351910663,6
0.33,0.04010621495128148,6
0.34,0.04063911798267335,6
0.35000000000000003,0.041056956813673745,6
0.36,0.041474795644674135,6
0.37,0.041892634475674526,6
0.38,0.042310473306674916,6
0.39,0.04272831213767531,6
0.4,0.0431461509686757,6
0.41000000000000003,0.04353124637183133,6
0.42,0.04391634177498697,6
0.43,0.044301437178142604,6
0.44,0.04468653258129823,6
0.45,0.04507162798445387,6
0.46,0.045456723387609504,6
0.47000000000000003,0.045826975152643695,6
0.48,0.04616753964143502,6
0.49,0.04650810413022634,6
0.5,0.04684866861901765,6
0.51,0.047189233107808974,6
0.52,0.047529797596600296,6
0.53,0.04787036208539162,6
0.54,0.048113105920298875,6
0.55,0.0483069394282641,6
0.56,0.04850077293622932,6
0.5700000000000001,0.048694606444194544,6
0.58,0.048888439952159767,6
0.59,0.04908227346012499,6
0.6,0.04927610696809021,6
0.61,0.04948213050668005,6
0.62,0.04968815404526989,6
0.63,0.04989417758385973,6
0.64,0.05010020112244957,6
0.65,0.05030622466103941,6
0.66,0.050512248199629246,6
0.67,0.050680262506249504,6
0.68,0.05077225834893059,6
0.6900000000000001,0.05086425419161169,6
0.7000000000000001,0.05095625003429278,6
0.71,0.05104824587697387,6
0.72,0.051140241719654964,6
0.73,0.05123223756233605,6
0.74,0.05169940920342577,6
0.75,0.052354168743719814,6
0.76,0.05300892828401386,6
0.77,0.053663687824307894,6
0.78,0.05431844736460194,6
0.79,0.054973206904895974,6
0.8,0.05562796644519001,6
0.81,0.05571343093133812,6
0.8200000000000001,0.05579889541748623,6
0.8300000000000001,0.055884359903634336,6
0.84,0.055969824389782444,6
0.85,0.05605528887593055,6
0.86,0.05614075336207866,6
0.87,0.05670237692387544,6
0.88,0.05821631863696951,6
0.89,0.059730260350063596,6
0.9,0.061244202063157685,6
0.91,0.06275814377625177,6
0.92,0.06427208548934586,6
0.93,0.06578602720243995,6
0.9400000000000001,0.06643279143303625,6
0.9500000000000001,0.06664596692238364,6
0.96,0.06685914241173105,6
0.97,0.06707231790107845,6
0.98,0.06728549339042586,6
0.99,0.06749866887977327,6
1.0,0.06771184436912067,6
0.0,0.01630058564591176,7
0.01,0.01715662192116825,7
0.02,0.01801265819642474,7
0.03,0.01886869447168123,7
0.04,0.01972473074693772,7
0.05,0.020580767022194208,7
0.06,0.021436803297450697,7
0.07,0.02363339796231485,7
0.08,0.028511109406394314,7
0.09,0.033388820850473774,7
0.1,0.03826653229455324,7
0.11,0.04314424373863271,7
0.12,0.04802195518271217,7
0.13,0.052899666626791644,7
0.14,0.05552127920203469,7
0.15,0.05701484234285953,7
0.16,0.05850840548368436,7
0.17,0.060001968624509204,7
0.18,0.06149553176533404,7
0.19,0.06298909490615888,7
0.2,0.06448265804698372,7
0.21,0.06475342977932193,7
0.22,0.06502420151166013,7
0.23,0.06529497324399836,7
0.24,0.06556574497633656,7
0.25,0.06583651670867477,7
0.26,0.06610728844101299,7
0.27,0.06634404815881702,7
0.28,0.0665127838475527,7
0.29,0.06668151953628837,7
0.3,0.06685025522502405,7
0.31,0.06701899091375974,7
0.32,0.0671877266024954,7
0.33,0.06735646229123109,7
0.34,0.06755321128455176,7
0.35000000000000003,0.06776396693016493,7
0.36,0.0679747225757781,7
0.37,0.06818547822139127,7
0.38,0.06839623386700444,7
0.39,0.06860698951261761,7
0.4,0.06881774515823078,7
0.41000000000000003,0.0698237966499331,7
0.42,0.07082984814163544,7
0.43,0.07183589963333778,7
0.44,0.07284195112504012,7
0.45,0.07384800261674246,7
0.46,0.07485405410844478,7
0.47000000000000003,0.07610265762230645,7
0.48,0.07783636518048674,7
0.49,0.07957007273866705,7
0.5,0.08130378029684736,7
0.51,0.08303748785502767,7
0.52,0.08477119541320798,7
0.53,0.08650490297138827,7
0.54,0.08845014947877843,7
0.55,0.09050116546077347,7
0.56,0.09255218144276853,7
0.5700000000000001,0.09460319742476359,7
0.58,0.09665421340675863,7
0.59,0.09870522938875369,7
0.6,0.10075624537074875,7
0.61,0.10230498841025076,7
0.62,0.1038537314497528,7
0.63,0.1054024744892548,7
0.64,0.10695121752875682,7
0.65,0.10849996056825884,7
0.66,0.11004870360776085,7
0.67,0.11108137852736509,7
0.68,0.11108191720717378,7
0.6900000000000001,0.11108245588698247,7
0.7000000000000001,0.11108299456679116,7
0.71,0.11108353324659984,7
0.72,0.11108407192640853,7
0.73,0.11108461060621722,7
0.74,0.11143576223139227,7
0.75,0.11196222032925053,7
0.76,0.11248867842710877,7
0.77,0.11301513652496703,7
0.78,0.11354159462282529,7
0.79,0.11406805272068354,7
0.8,0.11459451081854179,7
0.81,0.11492559247749508,7
0.8200000000000001,0.11525667413644836,7
0.8300000000000001,0.11558775579540165,7
0.84,0.11591883745435494,7
0.85,0.11624991911330823,7
0.86,0.11658100077226152,7
0.87,0.11681789737365243,7
0.88,0.11686642385991859,7
0.89,0.11691495034618477,7
0.9,0.11696347683245092,7
0.91,0.1170120033187171,7
0.92,0.11706052980498327,7
0.93,0.11710905629124943,7
0.9400000000000001,0.11741790585561121,7
0.9500000000000001,0.11785691695902081,7
0.96,0.1182959280624304,7
0.97,0.11873493916583999,7
0.98,0.11917395026924958,7
0.99,0.11961296137265919,7
1.0,0.12005197247606877,7
