sep=;
IO Type;Instance Type;Storage Type;Redundancy;Utilization;AWS Instance Type;Rate Unit;2025 IMR;2024 IMR;2025 Public Price;2024 Public Price;2025 Discount Vs. Public price;2024 Discount Vs. Public price;IMR YoY%;Public Price YoY%;Discount Rate YoY%
;c7g.12xlarge;;;On Demand;;Hrs;0.135968611;0.144054981;1.74;1.74;92.1857120115;91.7209781034;-5.6133914592;0;0.5066822418
;m6as.24xlarge;;;On Demand;;Hrs;0.334974674;;;;;;;;
;t2.xlarge;;;On Demand;;Hrs;0.009097598;0.009097598;0.1856;0.1856;95.0982769397;95.0982769397;0;0;0
;m7a.4xlarge;;;On Demand;;Hrs;0.05471253;0.059242266;0.92736;0.92736;94.1001843944;93.6117294255;-7.6461221115;0;0.5217882117
;c6i.32xlarge;;;On Demand;;Hrs;0.420280962;0.52787745;5.44;5.44;92.2742470221;90.2963704044;-20.3828536339;0;2.1904275984
;m5n.xlarge;;;On Demand;;Hrs;0.016287887;0.017766313;0.238;0.238;93.15635;92.535162605;-8.3215127416;0;0.6712987555
;c6in.8xlarge;;;On Demand;;Hrs;0.097877949;0.144177834;1.8144;1.8144;94.6054922288;92.0536908069;-32.1130396507;0;2.772079424
;r5dn.2xlarge;;;On Demand;;Hrs;0.04951695;0.056095043;0.668;0.668;92.5872829341;91.6025384731;-11.7266921428;0;1.0750187467
;c5ad.24xlarge;;;On Demand;;Hrs;0.30785759;0.482726641;4.128;4.128;92.5422095446;88.3060406734;-36.2252745441;0;4.7971450638
;t4i.2xlarge;;;On Demand;;Hrs;0.032629213;;;;;;;;
;m2.2xlarge;;;On Demand;;Hrs;0.068455428;0.068455428;0.49;0.49;86.0295044898;86.0295044898;0;0;0
;t3a.xlarge;;;On Demand;;Hrs;0.008664379;0.008664379;0.1504;0.1504;94.2391097074;94.2391097074;0;0;0
;c7i-flex.xlarge;;;On Demand;;Hrs;0.011820402;0.011973108;0.16958;0.16958;93.0296013681;92.9395518339;-1.2754081898;0;0.096890433
;r6idn.8xlarge;;;On Demand;;Hrs;0.203952382;0.268558222;3.12624;3.12624;93.4761124546;91.4095455883;-24.0565488999;0;2.2607779669
;r3.xlarge;;;On Demand;;Hrs;0.028956807;0.028956807;0.333;0.333;91.3042621622;91.3042621622;0;0;0
;m5.4xlarge;;;On Demand;;Hrs;0.056945695;0.05579126;0.768;0.768;92.5851959635;92.7355130208;2.0692040294;0;-0.1620922259
;inf1.2xlarge;;;On Demand;;Hrs;0.093658701;0.097789286;0.362;0.362;74.127430663;72.9863850829;-4.2239647808;0;1.5633677141
;m6i.large;;;On Demand;;Hrs;0.006978639;0.008675059;0.096;0.096;92.730584375;90.9634802083;-19.5551407777;0;1.9426523289
;c3.large;;;On Demand;;Hrs;0.009093514;0.009093514;0.105;0.105;91.3395104762;91.3395104762;0;0;0
;g6e.xlarge;;;On Demand;;Hrs;0.400776208;0.400776208;1.861;1.861;78.4644702848;78.4644702848;0;0;0
;p2.2xlarge;;;On Demand;;Hrs;;0.070570494;;;;;;;
;c7i.8xlarge;;;On Demand;;Hrs;0.105070241;0.106427622;1.428;1.428;92.642139986;92.5470852941;-1.2754029212;0;0.1027095468
;x2iezn.6xlarge;;;On Demand;;Hrs;0.289204071;0.315252065;5.004;5.004;94.2205421463;93.699998701;-8.2625926653;0;0.5555426388
;r6i.32xlarge;;;On Demand;;Hrs;0.645852302;0.840469688;8.064;8.064;91.990918874;89.5775088294;-23.1557888141;0;2.6942142912
;p2.8xlarge;;;On Demand;;Hrs;0.233625227;0.233625227;7.2;7.2;96.7552051806;96.7552051806;0;0;0
;c7g.16xlarge;;;On Demand;;Hrs;0.181291481;0.192073308;2.32;2.32;92.1857120259;91.7209781034;-5.6133916327;0;0.5066822575
;x2idn.24xlarge;;;On Demand;;Hrs;0.571657943;0.750573523;10.0035;10.0035;94.2854206728;92.4968908582;-23.8371824368;0;1.9336107387
;m5n.16xlarge;;;On Demand;;Hrs;0.260606185;0.284261009;3.808;3.808;93.1563501838;92.5351625788;-8.3215155266;0;0.6712989827
;m6in.16xlarge;;;On Demand;;Hrs;0.300993568;0.334978313;4.45536;4.45536;93.2442368742;92.4814535077;-10.1453567831;0;0.8247960403
;t3a.micro;;;On Demand;;Hrs;0.000541524;0.000732009;0.0094;0.0094;94.239106383;92.2126702128;-26.0222210383;0;2.1975680408
;m5a.24xlarge;;;On Demand;;Hrs;0.341674168;0.344789989;4.128;4.128;91.7230094961;91.6475293362;-0.9036866207;0;0.0823591868
;r5dn.8xlarge;;;On Demand;;Hrs;0.198067799;0.224380172;2.672;2.672;92.5872829716;91.6025384731;-11.7266925885;0;1.0750187876
;r8g.48xlarge;;;On Demand;;Hrs;0.866888318;1.095782051;11.31072;11.31072;92.3356928825;90.3120044436;-20.8886185707;0;2.2407745807
;c6gn.medium;;;On Demand;;Hrs;0.003058686;0.003081724;0.0432;0.0432;92.9197083333;92.8663796296;-0.7475685688;0;0.0574251994
;m6idn.16xlarge;;;On Demand;;Hrs;0.304572358;0.393590407;5.09184;5.09184;94.0184224563;92.2701733165;-22.6169254679;0;1.8947066825
;c6in.2xlarge;;;On Demand;;Hrs;0.024469487;0.036044459;0.4536;0.4536;94.605492284;92.0536906966;-32.113041286;0;2.7720796071
;c5a.large;;;On Demand;;Hrs;0.006698228;0.006452175;0.077;0.077;91.3010025974;91.6205519481;3.8134892497;0;-0.3487747497
;x2iezn.4xlarge;;;On Demand;;Hrs;0.192802714;0.210168044;3.336;3.336;94.2205421463;93.6999986811;-8.2625929563;0;0.5555426601
;c6g.xlarge;;;On Demand;;Hrs;0.011330718;0.012004582;0.136;0.136;91.6685897059;91.1731014706;-5.6133899539;0;0.5434587914
;m6in.12xlarge;;;On Demand;;Hrs;0.225745176;0.251233735;3.34152;3.34152;93.2442368742;92.4814535002;-10.1453568726;0;0.8247960484
;m7i.24xlarge;;;On Demand;;Hrs;0.334974674;0.345100579;4.8384;4.8384;93.0767469825;92.8674648851;-2.9341895135;0;0.2253556697
;c7i.2xlarge;;;On Demand;;Hrs;0.02626756;0.026606906;0.357;0.357;92.642140056;92.5470851541;-1.2754057161;0;0.1027097739
;r6gd.medium;;;On Demand;;Hrs;0.004678052;0.004947793;0.0576;0.0576;91.8783819444;91.4100815972;-5.4517438381;0;0.5123071099
;r5b.large;;;On Demand;;Hrs;0.009356103;0.012142198;0.149;0.149;93.7207362416;91.8508738255;-22.9455573035;0;2.0357589843
;r7i.16xlarge;;;On Demand;;Hrs;0.322926151;0.329450602;4.2336;4.2336;92.3723036895;92.2181925076;-1.9804034233;0;0.1671158127
;r6a.24xlarge;;;On Demand;;Hrs;0.484389227;0.479350626;5.4432;5.4432;91.1010209619;91.1935878527;1.0511305768;0;-0.1015059205
;g6e.2xlarge;;;On Demand;;Hrs;0.441473537;0.441473537;2.24208;2.24208;80.3096438575;80.3096438575;0;0;0
;c8g.12xlarge;;;On Demand;;Hrs;0.135968611;0.145536409;1.91424;1.91424;92.8969924879;92.3971702085;-6.5741611091;0;0.5409497696
;t2.2xlarge;;;On Demand;;Hrs;0.018195196;0.018195196;0.3712;0.3712;95.0982769397;95.0982769397;0;0;0
;c1.xlarge;;;On Demand;;Hrs;0.096736739;0.096736739;0.52;0.52;81.3967809615;81.3967809615;0;0;0
;c7i-flex.32xlarge;;;On Demand;;Hrs;;0.38313944;;;;;;;
;is4gen.8xlarge;;;On Demand;;Hrs;0.437251239;0.430754995;4.6104;4.6104;90.5159804138;90.6568845436;1.5081064817;0;-0.1554257357
;inf1.6xlarge;;;On Demand;;Hrs;0.317818562;0.336660301;1.18;1.18;73.0662235593;71.4694660169;-5.5966619599;0;2.2341814363
;r7gd.2xlarge;;;On Demand;;Hrs;0.042852685;0.041561457;0.5443;0.5443;92.127009921;92.3642371854;3.1067919491;0;-0.2568388714
;c7a.16xlarge;;;On Demand;;Hrs;0.20602008;0.219240902;3.28448;3.28448;93.7274673617;93.3249433091;-6.0302716689;0;0.4313145429
;c6gn.2xlarge;;;On Demand;;Hrs;0.024469487;0.02465379;0.3456;0.3456;92.9197086227;92.8663802083;-0.7475645732;0;0.0574248875
;c6gn.8xlarge;;;On Demand;;Hrs;0.097877949;0.098615158;1.3824;1.3824;92.9197085503;92.866380353;-0.7475615463;0;0.0574246537
;r7gd.8xlarge;;;On Demand;;Hrs;0.171410741;0.16624583;2.1773;2.1773;92.1273714693;92.3645877922;3.1067913102;0;-0.2568260505
;i3.4xlarge;;;On Demand;;Hrs;0.179721273;0.204603907;1.248;1.248;85.5992569712;83.6054561699;-12.1613679645;0;2.3847735455
;r5b.xlarge;;;On Demand;;Hrs;0.018712207;0.024284396;0.298;0.298;93.720735906;91.8508738255;-22.9455531857;0;2.035758619
;m7i.4xlarge;;;On Demand;;Hrs;0.055829112;0.057516763;0.8064;0.8064;93.0767470238;92.8674649058;-2.9341898118;0;0.2253556918
;g3.8xlarge;;;On Demand;;Hrs;0.128619503;0.128619503;2.28;2.28;94.3587937281;94.3587937281;0;0;0
;c7gn.medium;;;On Demand;;Hrs;0.00387587;0.00323581;0.0624;0.0624;93.7886698718;94.8144070513;19.7805186337;0;-1.0818368341
;x2iedn.32xlarge;;;On Demand;;Hrs;3.844783433;2.412594785;26.676;26.676;85.5871066389;90.955934979;59.3630002396;0;-5.9026696184
;i4g.8xlarge;;;On Demand;;Hrs;0.272110324;0.262478072;2.47104;2.47104;88.9880243136;89.3778299016;3.6697358856;0;-0.4361323031
;c5a.8xlarge;;;On Demand;;Hrs;0.107171645;0.103234794;1.232;1.232;91.3010028409;91.6205524351;3.8134923774;0;-0.3487750136
;r5.xlarge;;;On Demand;;Hrs;0.020645947;0.019972943;0.252;0.252;91.8071638889;92.0742289683;3.3695785343;0;-0.2900541035
;c6gd.xlarge;;;On Demand;;Hrs;0.0128274;0.01331788;0.1536;0.1536;91.648828125;91.3295052083;-3.6828684445;0;0.3496382861
;m5ad.4xlarge;;;On Demand;;Hrs;0.05406325;0.087245631;0.824;0.824;93.4389259709;89.4119379854;-38.0332867327;0;4.5038594132
;m6g.12xlarge;;;On Demand;;Hrs;0.146700156;0.1549667;1.848;1.848;92.0616798701;91.6143560606;-5.3344002292;0;0.4882682461
;a1.large;;;On Demand;;Hrs;0.009443386;0.009443386;0.051;0.051;81.4835568627;81.4835568627;0;0;0
;c7g.large;;;On Demand;;Hrs;0.005665359;0.006002291;0.0725;0.0725;92.1857117241;91.720977931;-5.6133899539;0;0.5066821174
;d2.xlarge;;;On Demand;;Hrs;0.021584388;0.021584388;0.69;0.69;96.8718278261;96.8718278261;0;0;0
;c5.24xlarge;;;On Demand;;Hrs;0.321514936;0.309704381;4.08;4.08;92.1197319608;92.409206348;3.8134930355;0;-0.3132527576
;d3en.12xlarge;;;On Demand;;Hrs;0.687298058;0.81933345;6.30864;6.30864;89.1054481156;87.012518546;-16.1149763872;0;2.4053200672
;e3.xlarge;;;On Demand;;Hrs;;0.043514796;;;;;;;
;m5ad.xlarge;;;On Demand;;Hrs;0.013515812;0.021811408;0.206;0.206;93.4389262136;89.4119378641;-38.0332897354;0;4.5038598264
;m3.medium;;;On Demand;;Hrs;0.004782126;0.004782126;0.067;0.067;92.8624985075;92.8624985075;0;0;0
;x2i.24xlarge;;;On Demand;;Hrs;0.571657943;1.017624665;;;;;-43.8242838778;;
;g4ad.4xlarge;;;On Demand;;Hrs;0.25630791;0.25630791;0.867;0.867;70.4373806228;70.4373806228;0;0;0
;g6e.16xlarge;;;On Demand;;Hrs;0.978644081;0.978644081;7.57719;7.57719;87.0843402238;87.0843402238;0;0;0
;is4gen.2xlarge;;;On Demand;;Hrs;0.10931281;0.107688749;1.1526;1.1526;90.5159803922;90.656884522;1.5081064782;0;-0.1554257358
;c5a.2xlarge;;;On Demand;;Hrs;0.026792911;0.025808698;0.308;0.308;91.3010029221;91.6205525974;3.8134934199;0;-0.3487751015
;f1.16xlarge;;;On Demand;;Hrs;3.673853933;1.717263042;13.2;13.2;72.1677732348;86.9904315;113.9365864836;0;-17.0394122774
;r6in.12xlarge;;;On Demand;;Hrs;0.303043732;0.345247705;4.18392;4.18392;92.7569424846;91.7482240339;-12.2242588115;0;1.0994419361
;g3.2xlarge;;;On Demand;;Hrs;;0.032154876;;;;;;;
;c6gd.12xlarge;;;On Demand;;Hrs;0.153928795;0.159814558;1.8432;1.8432;91.6488283963;91.3295053168;-3.6828703678;0;0.3496384639
;m6id.large;;;On Demand;;Hrs;0.006757906;0.010588062;0.11865;0.11865;94.3043354404;91.0762225032;-36.1742876081;0;3.5444080227
;r6id.large;;;On Demand;;Hrs;0.009356103;0.015690311;0.1512;0.1512;93.8121011905;89.6228101852;-40.370187691;0;4.6743580085
;r6g.12xlarge;;;On Demand;;Hrs;0.216722079;0.213218318;2.4192;2.4192;91.0415807292;91.1864121197;1.6432739142;0;-0.1588300133
;r6gd.16xlarge;;;On Demand;;Hrs;0.299395306;0.316658724;3.6864;3.6864;91.8783825412;91.4100823568;-5.4517424254;0;0.5123069276
;g5g.2xlarge;;;On Demand;;Hrs;0.133170043;0.121874025;0.556;0.556;76.0485534173;78.0802113309;9.2686017386;0;-2.6020138508
;r7iz.32xlarge;;;On Demand;;Hrs;0.817267574;0.911913245;11.904;11.904;93.1345129872;92.3394384661;-10.3788020976;0;0.861034607
;trn1.2xlarge;;;On Demand;;Hrs;0.148756968;0.148756968;1.34375;1.34375;88.9297140093;88.9297140093;0;0;0
;i4g.2xlarge;;;On Demand;;Hrs;0.068027581;0.065619518;0.61776;0.61776;88.9880243136;89.3778299016;3.6697358856;0;-0.4361323031
;c7a.large;;;On Demand;;Hrs;0.006438127;0.006851278;0.10264;0.10264;93.7274678488;93.3249434918;-6.0302763951;0;0.4313148682
;r5b.8xlarge;;;On Demand;;Hrs;0.149697653;0.194275168;2.384;2.384;93.7207360319;91.8508738255;-22.9455547299;0;2.035758756
;m6id.8xlarge;;;On Demand;;Hrs;0.108126499;0.169408992;1.8984;1.8984;94.3043352823;91.0762225032;-36.1742858372;0;3.5444078491
;m5ad.large;;;On Demand;;Hrs;0.006757906;0.010905704;0.103;0.103;93.4389262136;89.4119378641;-38.0332897354;0;4.5038598264
;c7g.xlarge;;;On Demand;;Hrs;0.011330718;0.012004582;0.145;0.145;92.1857117241;91.720977931;-5.6133899539;0;0.5066821174
;m8g.4xlarge;;;On Demand;;Hrs;0.048900052;0.057902519;0.71808;0.71808;93.1901665553;91.9364807542;-15.5476258295;0;1.3636434534
;i3.large;;;On Demand;;Hrs;0.022465159;0.025575488;0.156;0.156;85.5992570513;83.6054564103;-12.1613671653;0;2.3847733469
;m7i.16xlarge;;;On Demand;;Hrs;0.22331645;0.230067053;3.2256;3.2256;93.0767469618;92.8674648748;-2.9341893644;0;0.2253556585
;r5b.2xlarge;;;On Demand;;Hrs;0.037424413;0.048568792;0.596;0.596;93.7207360738;91.8508738255;-22.9455552446;0;2.0357588017
;m6as.8xlarge;;;On Demand;;Hrs;0.111658225;;;;;;;;
;x2iedn.4xlarge;;;On Demand;;Hrs;0.480597929;0.301574348;3.3345;3.3345;85.5871066427;90.9559349828;59.3630002642;0;-5.9026696181
;c5.12xlarge;;;On Demand;;Hrs;0.160757468;0.154852191;2.04;2.04;92.1197319608;92.4092063235;3.8134927003;0;-0.3132527312
;c6id.xlarge;;;On Demand;;Hrs;0.0128274;0.019527777;0.2016;0.2016;93.637202381;90.3136026786;-34.3120315231;0;3.680065465
;g5.16xlarge;;;On Demand;;Hrs;0.510508128;0.544377994;4.096;4.096;87.5364226563;86.7095216309;-6.2217551726;0;0.953645009
;m3.2xlarge;;;On Demand;;Hrs;0.038257008;0.038257008;0.532;0.532;92.8088330827;92.8088330827;0;0;0
;r6g.8xlarge;;;On Demand;;Hrs;0.144481386;0.142145545;1.6128;1.6128;91.0415807292;91.1864121404;1.6432741526;0;-0.158830036
;x2idn.16xlarge;;;On Demand;;Hrs;0.381105295;0.500382349;6.669;6.669;94.2854206778;92.4968908532;-23.8371825542;0;1.9336107496
;m6in.24xlarge;;;On Demand;;Hrs;0.451490352;0.502467469;6.68304;6.68304;93.2442368742;92.4814535152;-10.1453566937;0;0.8247960321
;m5n.large;;;On Demand;;Hrs;0.008143943;0.008883157;0.119;0.119;93.1563504202;92.5351621849;-8.3215235304;0;0.6712996667
;c3.4xlarge;;;On Demand;;Hrs;0.072748112;0.072748111;0.84;0.84;91.3395104762;91.3395105952;0.0000013746;0;-1.303e-7
;r5n.xlarge;;;On Demand;;Hrs;0.021917452;0.025682535;0.298;0.298;92.6451503356;91.3816996644;-14.6600909918;0;1.3826079793
;c6i.12xlarge;;;On Demand;;Hrs;0.157605361;0.197954044;2.04;2.04;92.2742470098;90.2963703922;-20.3828536082;0;2.1904275986
;c6gn.12xlarge;;;On Demand;;Hrs;0.146816923;0.147922737;2.0736;2.0736;92.9197085745;92.866380353;-0.7475618843;0;0.0574246797
;r6id.32xlarge;;;On Demand;;Hrs;0.598790613;1.004179917;9.6768;9.6768;93.8121009735;89.6228100508;-40.3701863717;0;4.6743579233
;m5d.4xlarge;;;On Demand;;Hrs;0.05406325;0.069748291;0.904;0.904;94.0195519912;92.2844810841;-22.4880649764;0;1.880132918
;d2.8xlarge;;;On Demand;;Hrs;0.172675104;0.172675102;5.52;5.52;96.8718278261;96.8718278623;0.0000011582;0;-3.74e-8
;x2iedn.xlarge;;;On Demand;;Hrs;0.120149482;0.075393587;0.83363;0.83363;85.5871931192;90.9559892278;59.3629999326;0;-5.9026306615
;g5.2xlarge;;;On Demand;;Hrs;0.230293968;0.242531538;1.212;1.212;80.9988475248;79.9891470297;-5.0457643987;0;1.2622968648
;m6i.8xlarge;;;On Demand;;Hrs;0.111658225;0.138800937;1.536;1.536;92.7305843099;90.9634806641;-19.5551360003;0;1.9426517465
;m7g.medium;;;On Demand;;Hrs;0.003056253;0.003228473;0.0408;0.0408;92.5091838235;92.0870759804;-5.3344104163;0;0.4583790272
;g6.48xlarge;;;On Demand;;Hrs;2.19632234;2.327095367;13.3504;13.3504;83.5486401906;82.5690963042;-5.6195817694;0;1.1863323329
;m5dn.4xlarge;;;On Demand;;Hrs;0.073772933;0.078927226;1.088;1.088;93.2193995404;92.745659375;-6.5304372917;0;0.5107949726
;g5g.8xlarge;;;On Demand;;Hrs;0.251542529;0.19348375;1.372;1.372;81.6659964286;85.8976858601;30.0070569234;0;-4.9264300768
;d2.2xlarge;;;On Demand;;Hrs;0.043168776;0.043168776;1.38;1.38;96.8718278261;96.8718278261;0;0;0
;g5g.16xlarge;;;On Demand;;Hrs;0.503085055;0.386967499;2.744;2.744;81.6659965379;85.8976858965;30.0070564841;0;-4.9264299899
;x2gd.2xlarge;;;On Demand;;Hrs;0.047949431;0.044310126;0.668;0.668;92.8219414671;93.3667476048;8.2132580711;0;-0.5835119587
;r6id.12xlarge;;;On Demand;;Hrs;0.22454648;0.376567469;3.6288;3.6288;93.81210097;89.6228100474;-40.3701863583;0;4.6743579234
;c7i-flex.12xlarge;;;On Demand;;Hrs;;0.143677291;;;;;;;
;trn2.48xlarge;;;On Demand;;Hrs;9.859750708;;;;;;;;
;r6a.12xlarge;;;On Demand;;Hrs;0.242194613;0.239675313;2.7216;2.7216;91.1010209803;91.1935878527;1.0511303682;0;-0.1015059003
;m6i.4xlarge;;;On Demand;;Hrs;0.055829112;0.069400468;0.768;0.768;92.730584375;90.9634807292;-19.5551361412;0;1.9426517451
;r5.4xlarge;;;On Demand;;Hrs;0.082583787;0.079891771;1.008;1.008;91.8071639881;92.0742290675;3.3695785765;0;-0.2900541032
;m5d.2xlarge;;;On Demand;;Hrs;0.027031625;0.034874146;0.452;0.452;94.0195519912;92.2844809735;-22.4880660877;0;1.8801330401
;c3.2xlarge;;;On Demand;;Hrs;0.036374056;0.036374056;0.42;0.42;91.3395104762;91.3395104762;0;0;0
;m6as.16xlarge;;;On Demand;;Hrs;0.22331645;;;;;;;;
;m6id.4xlarge;;;On Demand;;Hrs;0.05406325;0.084704496;0.9492;0.9492;94.3043352297;91.0762225032;-36.1742852469;0;3.5444077914
;x2gd.4xlarge;;;On Demand;;Hrs;0.095898862;0.088620253;1.336;1.336;92.8219414671;93.3667475299;8.21325685;0;-0.5835118789
;m6i.2xlarge;;;On Demand;;Hrs;0.027914556;0.034700234;0.384;0.384;92.730584375;90.9634807292;-19.5551361412;0;1.9426517451
;g5.8xlarge;;;On Demand;;Hrs;0.460978456;0.487803945;2.448;2.448;81.169180719;80.0733682598;-5.4992357637;0;1.3685105086
;t2.large;;;On Demand;;Hrs;0.004548799;0.004548799;0.0928;0.0928;95.0982769397;95.0982769397;0;0;0
;m6id.2xlarge;;;On Demand;;Hrs;0.027031625;0.042352248;0.4746;0.4746;94.3043352297;91.0762225032;-36.1742852469;0;3.5444077914
;i3.16xlarge;;;On Demand;;Hrs;0.718885093;0.818415627;4.992;4.992;85.5992569511;83.6054561899;-12.161367735;0;2.3847734969
;x2ezn.12xlarge;;;On Demand;;Hrs;;0.630504131;;;;;;;
;r6g.medium;;;On Demand;;Hrs;0.004515043;0.004442048;0.0504;0.0504;91.0415813492;91.1864126984;1.6432735531;0;-0.158829967
;c7i-flex.24xlarge;;;On Demand;;Hrs;;0.28735458;;;;;;;
;t4g.2xlarge;;;On Demand;;Hrs;0.010094422;0.00841918;0.2688;0.2688;96.2446346726;96.8678645833;19.8979235507;0;-0.6433814902
;r5.2xlarge;;;On Demand;;Hrs;0.041291894;0.039945886;0.504;0.504;91.8071638889;92.0742289683;3.3695785343;0;-0.2900541035
;g6.xlarge;;;On Demand;;Hrs;0.188157844;0.197728466;0.8048;0.8048;76.6205462227;75.4313536282;-4.8402853639;0;1.5765229408
;x2i.4xlarge;;;On Demand;;Hrs;0.095276324;0.169604111;;;;;-43.8242838347;;
;r6id.2xlarge;;;On Demand;;Hrs;0.037424413;0.062761245;0.6048;0.6048;93.8121010251;89.6228100198;-40.3701870478;0;4.6743580171
;m6in.xlarge;;;On Demand;;Hrs;0.018812098;0.020936145;0.27846;0.27846;93.2442368742;92.4814533506;-10.1453586608;0;0.8247962115
;c7a.24xlarge;;;On Demand;;Hrs;0.309030119;0.328861353;4.92672;4.92672;93.7274673819;93.3249433091;-6.030271973;0;0.4313145645
;r6in.large;;;On Demand;;Hrs;0.012626822;0.014385321;0.17433;0.17433;92.7569425802;91.7482240578;-12.2242597159;0;1.099442014
;c6i.large;;;On Demand;;Hrs;0.00656689;0.008248085;0.085;0.085;92.2742470588;90.2963705882;-20.3828525046;0;2.190427431
;t3.micro;;;On Demand;;Hrs;0.000525751;0.000710689;0.0104;0.0104;94.9447019231;93.1664519231;-26.0223529561;0;1.9086806069
;m6g.medium;;;On Demand;;Hrs;0.003056253;0.003228473;0.0385;0.0385;92.0616805195;91.6143558442;-5.3344104163;0;0.4882691923
;z1d.6xlarge;;;On Demand;;Hrs;0.192199897;0.223691384;2.232;2.232;91.3888935036;89.9779845878;-14.0780956499;0;1.5680601452
;m6a.12xlarge;;;On Demand;;Hrs;0.167487337;0.167373781;2.0736;2.0736;91.9228714796;91.9283477527;0.0678457518;0;-0.0059571103
;m5zn.3xlarge;;;On Demand;;Hrs;0.099802104;0.106076525;0.991;0.991;89.9291519677;89.2960116044;-5.9149948587;0;0.7090354339
;m5d.12xlarge;;;On Demand;;Hrs;0.162189749;0.209244873;2.712;2.712;94.019552028;92.2844810841;-22.4880654543;0;1.8801329579
;m5a.large;;;On Demand;;Hrs;0.007118212;0.007183125;0.086;0.086;91.7230093023;91.6475290698;-0.9036874619;0;0.0823592663
;m8g.12xlarge;;;On Demand;;Hrs;0.146700156;0.173707557;2.15424;2.15424;93.1901665553;91.9364807542;-15.5476258295;0;1.3636434534
;c7gd.xlarge;;;On Demand;;Hrs;0.013558663;0.013983774;0.1814;0.1814;92.5255441014;92.2911940463;-3.0400305383;0;0.2539246106
;r5.12xlarge;;;On Demand;;Hrs;0.247751362;0.239675313;3.024;3.024;91.807163955;92.0742290675;3.3695789937;0;-0.2900541391
;t4i.micro;;;On Demand;;Hrs;0.001019663;;;;;;;;
;inf2e.48xlarge;;;On Demand;;Hrs;;2.380111488;;;;;;;
;x2gd.8xlarge;;;On Demand;;Hrs;0.191797723;0.177240506;2.672;2.672;92.8219415045;93.3667475299;8.2132562858;0;-0.5835118389
;r6gd.12xlarge;;;On Demand;;Hrs;0.22454648;0.237494043;2.7648;2.7648;91.8783825231;91.4100823568;-5.4517422149;0;0.5123069078
;r5d.16xlarge;;;On Demand;;Hrs;0.299395306;0.400567356;4.608;4.608;93.502706033;91.3071320313;-25.2571879572;0;2.4046029624
;r7i.24xlarge;;;On Demand;;Hrs;0.484389227;0.494175903;6.3504;6.3504;92.3723036817;92.2181925076;-1.9804033221;0;0.1671158043
;m5dn.xlarge;;;On Demand;;Hrs;0.018443233;0.019731806;0.272;0.272;93.2193996324;92.7456595588;-6.5304361902;0;0.5107948726
;r5.8xlarge;;;On Demand;;Hrs;0.165167575;0.159783542;2.016;2.016;91.8071639385;92.0742290675;3.3695792023;0;-0.2900541571
;r6a.16xlarge;;;On Demand;;Hrs;0.322926151;0.319567084;3.6288;3.6288;91.1010209711;91.1935878527;1.0511304725;0;-0.1015059104
;m5d.large;;;On Demand;;Hrs;0.006757906;0.008718536;0.113;0.113;94.0195522124;92.2844814159;-22.4880645099;0;1.8801327914
;c6id.16xlarge;;;On Demand;;Hrs;0.205238394;0.312444428;3.2256;3.2256;93.637202567;90.3136028026;-34.3120326025;0;3.6800655286
;m5zn.6xlarge;;;On Demand;;Hrs;0.199604207;0.21215305;1.982;1.982;89.9291520182;89.2960116044;-5.91499533;0;0.7090354904
;z1d.3xlarge;;;On Demand;;Hrs;0.096099948;0.111845692;1.116;1.116;91.3888935484;89.9779845878;-14.0780960969;0;1.568060195
;g6e.24xlarge;;;On Demand;;Hrs;2.339083294;2.339083294;15.06559;15.06559;84.4740013899;84.4740013899;0;0;0
;m6idn.xlarge;;;On Demand;;Hrs;0.019035772;0.0245994;0.31824;0.31824;94.0184225742;92.270173454;-22.6169256161;0;1.8947066585
;m5.xlarge;;;On Demand;;Hrs;0.014236424;0.013947815;0.192;0.192;92.5851958333;92.7355130208;2.0692058218;0;-0.1620923663
;r6idn.xlarge;;;On Demand;;Hrs;0.025494048;0.033569778;0.39078;0.39078;93.4761123906;91.4095455243;-24.0565487207;0;2.2607779685
;inf2.8xlarge;;;On Demand;;Hrs;0.174146875;0.174146875;1.96786;1.96786;91.1504438832;91.1504438832;0;0;0
;c6i.24xlarge;;;On Demand;;Hrs;0.315210722;0.395908088;4.08;4.08;92.2742470098;90.2963703922;-20.3828536082;0;2.1904275986
;i4g.4xlarge;;;On Demand;;Hrs;0.136055162;0.131239036;1.23552;1.23552;88.9880243136;89.3778299016;3.6697358856;0;-0.4361323031
;m6i.32xlarge;;;On Demand;;Hrs;0.446632899;0.555203747;6.144;6.144;92.7305843262;90.9634806803;-19.5551360355;0;1.9426517463
;c5d.xlarge;;;On Demand;;Hrs;0.0128274;0.017031419;0.192;0.192;93.3190625;91.1294692708;-24.6839033201;0;2.4027279504
;r7g.medium;;;On Demand;;Hrs;0.004515043;0.004442048;0.0536;0.0536;91.5764123134;91.7125970149;1.6432735531;0;-0.1484907264
;c3.8xlarge;;;On Demand;;Hrs;0.145496224;0.145496222;1.68;1.68;91.3395104762;91.3395105952;0.0000013746;0;-1.303e-7
;r4.8xlarge;;;On Demand;;Hrs;0.220623296;0.220623293;2.128;2.128;89.6323639098;89.6323640508;0.0000013598;0;-1.573e-7
;c8g.xlarge;;;On Demand;;Hrs;0.011330718;0.012128033;0.15952;0.15952;92.8969922267;92.3971708877;-6.5741493283;0;0.5409487479
